Name,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre,Platform
Drakensang: The Dark Eye,2009.0,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,Role-Playing,PC
Drama Queens,2009.0,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,Misc,DS
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,2008.0,Sega,0.0,0.0,0.05,0.0,0.05,Role-Playing,DS
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002.0,Enix Corporation,0.0,0.0,0.04,0.0,0.04,Sports,PS2
Dramatical Murder Re:code,2014.0,Nitroplus,0.0,0.0,0.01,0.0,0.01,Adventure,PSV
Drawn To Life: SpongeBob SquarePants Edition,2008.0,THQ,1.0,0.36,0.0,0.13,1.49,Adventure,DS
Drawn to Life,2007.0,THQ,0.71,0.02,0.0,0.06,0.79,Action,DS
Drawn to Life Collection,2010.0,THQ,0.14,0.0,0.0,0.01,0.15,Misc,DS
Drawn to Life: The Next Chapter,2009.0,THQ,0.74,0.53,0.0,0.14,1.4100000000000001,Puzzle,"DS, Wii"
Dream C Club,2009.0,D3Publisher,0.0,0.0,0.07,0.0,0.07,Simulation,X360
Dream C Club,2012.0,D3Publisher,0.0,0.0,0.02,0.0,0.02,Simulation,PS3
Dream C Club Portable,2010.0,D3Publisher,0.0,0.0,0.06,0.0,0.06,Simulation,PSP
Dream C Club Zero,2011.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,Simulation,X360
Dream C Club: GoGo,2014.0,D3Publisher,0.0,0.0,0.02,0.0,0.02,Adventure,PS3
Dream Chronicles,2010.0,Zoo Games,0.02,0.0,0.0,0.0,0.02,Adventure,DS
Dream Club Zero Portable,2011.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,Simulation,PSV
Dream Dance & Cheer,2009.0,Zoo Games,0.06,0.0,0.0,0.0,0.07,Misc,Wii
Dream Day: Wedding Destinations,2009.0,THQ,0.08,0.0,0.0,0.01,0.08,Simulation,DS
Dream Girl Premier,2015.0,Alchemist,0.0,0.0,0.03,0.0,0.03,Misc,3DS
Dream Pinball 3D,2008.0,SouthPeak Games,0.13,0.03,0.0,0.01,0.17,Misc,"DS, Wii"
Dream Salon,2009.0,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,Misc,DS
Dream Salon,2009.0,Zoo Games,0.05,0.0,0.0,0.0,0.05,Misc,Wii
DreamWorks Super Star Kartz,2011.0,Activision,0.38,0.13999999999999999,0.0,0.05,0.58,Racing,"PS3, X360, Wii, DS, 3DS"
Dreamcast Collection,2011.0,Sega,0.16,0.07,0.0,0.02,0.24,Misc,X360
Dreamer Series: Babysitter,2009.0,Deep Silver,0.05,0.0,0.0,0.0,0.06,Simulation,DS
Dreamer Series: Horse Trainer,2008.0,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,Simulation,DS
Dreamer Series: Pop Star,2009.0,Tivola,0.04,0.02,0.0,0.01,0.07,Misc,DS
Dreamer Series: Puppy Trainer,2008.0,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,Simulation,DS
Dreamer Series: Shop Owner,2009.0,Deep Silver,0.07,0.0,0.0,0.01,0.08,Simulation,DS
Dreamer Series: Teacher,2009.0,Deep Silver,0.08,0.0,0.0,0.01,0.09,Simulation,DS
Dreamer Series: Top Model,2009.0,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.11,Simulation,DS
Dreamer Series: Zoo Keeper,2010.0,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06,Simulation,DS
Dreamfall: The Longest Journey,2006.0,Empire Interactive,0.03,0.01,0.0,0.0,0.04,Adventure,XB
Dreamworks 2-in-1 Party Pack,2010.0,Activision,0.14,0.0,0.0,0.01,0.15,Misc,DS
Dreamworks Madagascar Kartz,2009.0,Activision,0.87,0.4,0.0,0.14,1.41,Racing,"X360, PS3, DS, Wii"
Drift King Shutokou Battle '94,1994.0,BPS,0.0,0.0,0.2,0.0,0.2,Racing,SNES
Driv3r,2004.0,Atari,0.96,0.85,0.0,0.19,1.99,Racing,"XB, PS2"
Driv3r,2005.0,Atari,0.02,0.01,0.0,0.0,0.03,Racing,GBA
DriveClub,2014.0,Sony Computer Entertainment,0.35,1.31,0.02,0.33,2.0,Racing,PS4
Driven,2001.0,BAM! Entertainment,0.1,0.06999999999999999,0.0,0.02,0.18,Racing,"GBA, PS2"
Driven,2002.0,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08,Racing,GC
Driver,1999.0,GT Interactive,3.11,2.8,0.02,0.33,6.27,Action,PS
Driver '76,2007.0,Ubisoft,0.03,0.14,0.0,0.08,0.25,Racing,PSP
Driver 2,2000.0,Atari,2.36,2.1,0.02,0.25,4.73,Action,PS
Driver 2 Advance,2002.0,Atari,0.25,0.09,0.0,0.01,0.34,Action,GBA
Driver: Parallel Lines,2006.0,Atari,0.16999999999999998,0.11,0.03,0.03,0.35000000000000003,Racing,"XB, PS2"
Driver: Parallel Lines,2007.0,Ubisoft,0.01,0.01,0.0,0.0,0.03,Racing,Wii
Driver: Renegade,2011.0,Ubisoft,0.05,0.04,0.0,0.01,0.09,Racing,3DS
Driver: San Francisco,2011.0,Ubisoft,0.6,1.12,0.01,0.31,2.06,Racing,"PS3, X360, Wii, PC"
Drivers Ed Portable,2008.0,JoWood Productions,0.05,0.0,0.0,0.0,0.05,Misc,DS
Driving Emotion Type-S,2000.0,Electronic Arts,0.04,0.03,0.11,0.01,0.18,Racing,PS2
Drome Racers,2002.0,Electronic Arts,0.06,0.05,0.0,0.02,0.13,Racing,PS2
Drome Racers,2003.0,Electronic Arts,0.02,0.01,0.0,0.0,0.03,Racing,GC
Drome Racers,2003.0,THQ,0.02,0.01,0.0,0.0,0.03,Racing,GBA
Drone Tactics,2007.0,Success,0.01,0.0,0.0,0.0,0.02,Strategy,DS
DropCast,2008.0,THQ,0.06,0.0,0.0,0.0,0.06,Puzzle,DS
Dropship: United Peace Force,2002.0,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,Simulation,PS2
DrumMania,2000.0,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Simulation,PS2
DrumMania 7th Mix,2001.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Simulation,PS2
Dual Hearts,2002.0,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,Role-Playing,PS2
Dual Heroes,1997.0,Hudson Soft,0.04,0.01,0.0,0.0,0.05,Fighting,N64
DualPenSports,2011.0,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,Sports,3DS
Ducati Moto,2008.0,Vir2L Studios,0.02,0.0,0.0,0.0,0.03,Racing,DS
Ducati World Racing Challenge,2001.0,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Racing,PS
Duck Hunt,1984.0,Nintendo,26.93,0.63,0.28,0.47,28.31,Shooter,NES
DuckTales: Remastered,2013.0,Capcom,0.09,0.05,0.0,0.01,0.17,Action,"PS3, X360, PC, WiiU"
Duel Love: Koisuru Otome wa Shouri no Megami,2008.0,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,Adventure,DS
Duel Masters,2004.0,Atari,0.13,0.1,0.0,0.03,0.27,Strategy,PS2
Duel Masters: Kaijudo Showdown,2004.0,Atari,0.16,0.06,0.0,0.0,0.22,Misc,GBA
Duel Masters: Sempai Legends,2003.0,Atari,0.21,0.08,0.0,0.01,0.29,Misc,GBA
Duel Masters: Shadow of the Code,2004.0,Atari,0.01,0.0,0.0,0.0,0.01,Misc,GBA
Duke Nukem 64,1997.0,GT Interactive,0.35,0.08,0.0,0.01,0.44,Shooter,N64
Duke Nukem Forever,2011.0,Take-Two Interactive,1.03,0.73,0.0,0.25,2.02,Shooter,"PS3, X360, PC"
Duke Nukem Trilogy: Critical Mass,2011.0,Deep Silver,0.04,0.0,0.0,0.0,0.04,Shooter,DS
Duke Nukem: Land of the Babes,2000.0,Atari,0.04,0.03,0.0,0.0,0.08,Shooter,PS
Duke Nukem: Time to Kill,1998.0,Take-Two Interactive,0.77,0.54,0.0,0.07,1.38,Shooter,PS
Duke Nukem: Total Meltdown,1997.0,GT Interactive,0.34,0.23,0.0,0.04,0.61,Shooter,PS
Duke Nukem: Zero Hour,1999.0,GT Interactive,0.21,0.05,0.0,0.0,0.26,Shooter,N64
Dunamis 15,2011.0,5pb,0.0,0.0,0.04,0.0,0.04,Adventure,"PS3, X360"
Dune 2000,1999.0,Electronic Arts,0.14,0.09,0.0,0.02,0.25,Strategy,PS
Dungeon Defenders,2011.0,Unknown,0.02,0.0,0.0,0.0,0.02,Role-Playing,PC
Dungeon Explorer: Warriors of Ancient Arts,2007.0,Rising Star Games,0.060000000000000005,0.0,0.0,0.0,0.06999999999999999,Role-Playing,"DS, PSP"
Dungeon Hunter Alliance,2012.0,Ubisoft,0.09,0.1,0.0,0.04,0.22,Action,PSV
Dungeon Keeper 2,1999.0,Electronic Arts,0.0,0.05,0.0,0.01,0.06,Action,PC
Dungeon Maker II: The Hidden War,2007.0,Global A Entertainment,0.06,0.0,0.0,0.01,0.07,Role-Playing,PSP
Dungeon Maker: Hunting Ground,2006.0,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,Role-Playing,PSP
Dungeon Raiders,2009.0,Focus Home Interactive,0.05,0.0,0.0,0.0,0.05,Role-Playing,DS
Dungeon Siege II,2005.0,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,Role-Playing,PC
Dungeon Siege III,2011.0,Square Enix,0.46,0.34,0.04,0.11,0.93,Role-Playing,"PS3, X360, PC"
Dungeon Siege: Throne of Agony,2006.0,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,Role-Playing,PSP
Dungeon Travelers 2: The Royal Library & The Monster Seal,2013.0,Aqua Plus,0.0,0.0,0.08,0.0,0.08,Role-Playing,PSP
Dungeon Travelers 2: The Royal Library & The Monster Seal,2014.0,Atlus,0.07,0.03,0.05,0.03,0.18,Role-Playing,PSV
Dungeons,2011.0,Kalypso Media,0.07,0.02,0.0,0.01,0.09,Strategy,PC
Dungeons & Dragons Heroes,2003.0,Atari,0.19,0.06,0.0,0.01,0.26,Role-Playing,XB
Dungeons & Dragons Tactics,2007.0,Atari,0.09,0.0,0.0,0.01,0.1,Strategy,PSP
Dungeons & Dragons: Eye of the Beholder,2002.0,Atari,0.19,0.07,0.0,0.0,0.26,Role-Playing,GBA
Dungeons & Dragons: Neverwinter Nights - Complete,2011.0,Atari,0.01,0.0,0.0,0.0,0.01,Misc,PC
Dungeons & Dragons: Shadow over Mystara,2013.0,Capcom,0.0,0.0,0.02,0.0,0.02,Role-Playing,PS3
Dungeons - The Dark Lord,2011.0,Kalypso Media,0.0,0.01,0.0,0.0,0.02,Strategy,PC
Durarara!! 3-way Standoff,2010.0,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,Adventure,PSP
Durarara!! 3way Standoff: Alley,2011.0,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,Adventure,PSP
Durarara!! Relay,2015.0,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,Action,PSV
Dying Light,2015.0,Warner Bros. Interactive Entertainment,1.17,1.02,0.12,0.35000000000000003,2.65,Action,"PS4, XOne, PC"
Dynamite Headdy,1993.0,Sega,0.0,0.0,0.05,0.0,0.05,Platform,GEN
Dynasty Tactics,2002.0,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,Strategy,PS2
Dynasty Tactics 2,2003.0,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,Strategy,PS2
Dynasty Warriors,1997.0,Tecmo Koei,0.09,0.06,0.11,0.02,0.27,Action,PS
Dynasty Warriors,2004.0,Tecmo Koei,0.18,0.01,0.3,0.02,0.51,Action,PSP
Dynasty Warriors 2,2000.0,THQ,0.24,0.19,0.34,0.06,0.83,Action,PS2
Dynasty Warriors 3,2001.0,THQ,0.53,0.16,1.07,0.1,1.87,Action,PS2
Dynasty Warriors 3,2002.0,THQ,0.06,0.02,0.0,0.0,0.08,Action,XB
Dynasty Warriors 3: Xtreme Legends,2002.0,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,Action,PS2
Dynasty Warriors 4,2003.0,Tecmo Koei,0.75,0.24,1.13,0.14,2.27,Action,"XB, PS2"
Dynasty Warriors 4 Empires,2004.0,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,Action,PS2
Dynasty Warriors 4: Xtreme Legends,2003.0,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,Action,PS2
Dynasty Warriors 5,2005.0,Tecmo Koei,0.27999999999999997,0.19,0.91,0.06,1.44,Action,"XB, PS2"
Dynasty Warriors 5 Empires,2006.0,Tecmo Koei,0.22,0.09999999999999999,0.12,0.04,0.47000000000000003,Action,"X360, PS2"
Dynasty Warriors 5: Xtreme Legends,2005.0,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,Action,PS2
Dynasty Warriors 6,2007.0,Tecmo Koei,0.32999999999999996,0.14,0.47,0.06,1.01,Action,"PS3, X360"
Dynasty Warriors 6,2008.0,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,Action,PS2
Dynasty Warriors 6 (JP sales),2008.0,Tecmo Koei,0.0,0.0,0.25,0.0,0.25,Action,PS2
Dynasty Warriors 6 Empires,2009.0,Tecmo Koei,0.30000000000000004,0.05,0.19,0.04,0.5800000000000001,Action,"PS3, X360"
Dynasty Warriors 7,2011.0,Tecmo Koei,0.41000000000000003,0.21000000000000002,0.46,0.08,1.1600000000000001,Action,"PS3, X360"
Dynasty Warriors 7: Empires,2012.0,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,Action,PS3
Dynasty Warriors 7: Xtreme Legends,2011.0,Tecmo Koei,0.04,0.05,0.16,0.02,0.27,Action,PS3
Dynasty Warriors 8,2013.0,Tecmo Koei,0.21,0.16,0.34,0.060000000000000005,0.77,Action,"PS3, X360"
Dynasty Warriors 8: Empires,2014.0,Tecmo Koei,0.1,0.09000000000000001,0.12,0.03,0.33999999999999997,Action,"PS3, PS4, XOne"
Dynasty Warriors 8: Empires,2015.0,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Action,PSV
Dynasty Warriors 8: Xtreme Legends,2013.0,Tecmo Koei,0.06,0.06,0.16,0.03,0.31,Action,"PS3, PSV"
Dynasty Warriors 8: Xtreme Legends,2014.0,Tecmo Koei,0.09,0.11,0.06,0.04,0.3,Action,PS4
Dynasty Warriors Advance,2005.0,Nintendo,0.08,0.03,0.0,0.0,0.11,Action,GBA
Dynasty Warriors DS: Fighter's Battle,2007.0,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,Action,DS
Dynasty Warriors Gundam,2007.0,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,Action,X360
Dynasty Warriors Gundam,2007.0,Tecmo Koei,0.14,0.01,0.31,0.02,0.48,Action,PS3
Dynasty Warriors Next,2011.0,Tecmo Koei,0.06,0.07,0.11,0.03,0.27,Action,PSV
Dynasty Warriors Vol. 2,2006.0,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,Action,PSP
Dynasty Warriors Vol. 2 (JP sales),2006.0,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Action,PSP
Dynasty Warriors Vs,2012.0,Ackkstudios,0.0,0.0,0.06,0.0,0.06,Action,3DS
Dynasty Warriors: Eiketsuden,2016.0,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,Action,PS4
Dynasty Warriors: Gundam,2008.0,Namco Bandai Games,0.0,0.0,0.28,0.0,0.28,Action,PS2
Dynasty Warriors: Gundam 2,2008.0,Namco Bandai Games,0.2,0.13,0.65,0.05,1.03,Action,"PS3, X360, PS2"
Dynasty Warriors: Gundam 3,2010.0,Tecmo Koei,0.22,0.09,0.38,0.03,0.73,Action,"PS3, X360"
Dynasty Warriors: Gundam Reborn,2013.0,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,Action,PSV
Dynasty Warriors: Gundam Reborn,2013.0,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,Action,PS3
Dynasty Warriors: Strikeforce,2009.0,Tecmo Koei,0.24,0.14,0.09000000000000001,0.05,0.52,Action,"PS3, X360"
Dynasty Warriors: Strikeforce,2009.0,Ubisoft Annecy,0.03,0.03,0.38,0.02,0.45,Action,PSP
E.T. The Extra-Terrestrial,2001.0,NewKidCo,0.01,0.0,0.0,0.0,0.01,Action,GBA
E.T. The Extra-Terrestrial: Interplanetary Mission,2001.0,Ubisoft,0.02,0.01,0.0,0.0,0.04,Platform,PS
E.T.: The Extra Terrestrial,1981.0,Atari,1.84,0.11,0.0,0.02,1.97,Action,2600
E.X. Troopers,2012.0,Capcom,0.0,0.0,0.12000000000000001,0.0,0.12000000000000001,Shooter,"PS3, 3DS"
E0: Enemy Zero,1996.0,Sega,0.0,0.0,0.41,0.0,0.41,Adventure,SAT
EA Playground,2007.0,Electronic Arts,0.98,0.49,0.0,0.16,1.6300000000000001,Sports,"DS, Wii"
EA Replay,2006.0,Electronic Arts,0.09,0.0,0.0,0.01,0.11,Action,PSP
EA Sports Active,2009.0,Electronic Arts,2.1,1.36,0.06,0.4,3.92,Sports,Wii
EA Sports Active 2,2010.0,Electronic Arts,1.48,0.8500000000000001,0.0,0.27,2.6100000000000003,Sports,"PS3, X360, Wii"
EA Sports Active NFL Training Camp,2010.0,Electronic Arts,0.77,0.0,0.0,0.05,0.81,Sports,Wii
EA Sports Active: More Workouts,2009.0,Electronic Arts,0.78,0.28,0.0,0.1,1.16,Sports,Wii
EA Sports Grand Slam Tennis,2009.0,Electronic Arts,0.29,0.52,0.02,0.11,0.93,Sports,Wii
EA Sports MMA,2010.0,Electronic Arts,0.39,0.25,0.01,0.09,0.74,Fighting,"PS3, X360"
EA Sports UFC,2014.0,Electronic Arts,0.76,0.52,0.01,0.21000000000000002,1.5,Sports,"PS4, XOne"
EA Sports UFC 2,2016.0,Electronic Arts,0.51,0.61,0.0,0.18000000000000002,1.29,Sports,"PS4, XOne"
ECW Anarchy Rulz,1999.0,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,Fighting,PS
ECW Hardcore Revolution,1999.0,Acclaim Entertainment,0.27,0.18,0.0,0.03,0.48,Fighting,PS
ECW Hardcore Revolution,2000.0,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22,Fighting,N64
ESA Foundation Compilation,2005.0,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.19,Misc,PS2
ESA Game Pack,2010.0,Sony Computer Entertainment,0.09,0.0,0.0,0.01,0.1,Misc,PS3
ESPN College Hoops,2003.0,Sega,0.08,0.06,0.0,0.02,0.16,Sports,PS2
ESPN College Hoops 2K5,2004.0,Sega,0.7,0.4,0.0,0.12,1.22,Sports,"XB, PS2"
ESPN Extreme Games,1994.0,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38,Sports,PS
ESPN Final Round Golf 2002,2001.0,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17,Sports,GBA
ESPN Great Outdoor Games Bass 2002,2001.0,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,Sports,GBA
ESPN International Track & Field,2000.0,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,Sports,PS2
ESPN International Winter Sports 2002,2002.0,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,Sports,"GC, PS2"
ESPN MLB Baseball,2004.0,Sega,0.2,0.11,0.0,0.03,0.34,Sports,"XB, PS2"
ESPN MLS ExtraTime 2002,2002.0,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,Sports,"GC, XB"
ESPN NBA 2K5,2004.0,Global Star,2.14,0.16,0.0,0.25,2.54,Sports,"XB, PS2"
ESPN NBA 2Night,2000.0,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,Sports,PS2
ESPN NBA 2Night 2002,2002.0,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,Sports,"XB, PS2"
ESPN NBA Basketball,2003.0,Sega,0.46,0.27,0.0,0.08,0.81,Sports,"XB, PS2"
ESPN NFL 2K5,2004.0,Sega,3.69,0.13999999999999999,0.0,0.43,4.25,Sports,"XB, PS2"
ESPN NFL Football,2003.0,Sega,0.54,0.29,0.0,0.08,0.92,Sports,"XB, PS2"
ESPN NFL Primetime 2002,2001.0,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,Sports,PS2
ESPN NFL Primetime 2002,2002.0,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,Sports,XB
ESPN NHL 2K5,2004.0,Global Star,0.75,0.42000000000000004,0.0,0.13,1.3,Sports,"XB, PS2"
ESPN NHL Hockey,2003.0,Sega,0.19,0.11,0.0,0.03,0.34,Sports,"XB, PS2"
ESPN National Hockey Night,2001.0,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,Sports,PS2
ESPN Winter X Games: Snowboarding 2002,2000.0,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,Sports,PS2
ESPN Winter X Games: Snowboarding 2002,2002.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Sports,XB
ESPN Winter X-Games: Snowboarding 2002,2000.0,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,Sports,GBA
ESPN X Games Skateboarding,2001.0,Konami Digital Entertainment,0.31,0.19,0.0,0.05,0.54,Sports,"GBA, PS2"
ESPN X-Games Pro Boarder,1997.0,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,Sports,PS
ESPN: Sports Connection,2012.0,Ubisoft,0.21,0.12,0.0,0.04,0.37,Sports,WiiU
EVE Online,2003.0,CCP,0.0,0.19,0.0,0.02,0.22,Role-Playing,PC
EVE: burst error,1997.0,Imagineer,0.0,0.0,0.21,0.0,0.21,Adventure,SAT
EX Monopoly,2001.0,Takara,0.16,0.06,0.0,0.0,0.22,Misc,GBA
Earth Defense Force 2017,2006.0,D3Publisher,0.04,0.01,0.03,0.0,0.08,Action,X360
Earth Defense Force 2017 (old JP sales),2006.0,D3Publisher,0.0,0.0,0.02,0.0,0.02,Shooter,X360
Earth Defense Force 2017 Portable,2012.0,D3Publisher,0.0,0.0,0.06,0.0,0.06,Action,PSV
Earth Defense Force 2025,2013.0,D3Publisher,0.1,0.07,0.32,0.03,0.51,Shooter,"PS3, X360"
Earth Defense Force 2025.1: The Shadow of New Despair,2015.0,D3Publisher,0.0,0.0,0.1,0.0,0.1,Action,PS4
Earth Defense Force 2: Invaders from Planet Space,2011.0,D3Publisher,0.0,0.0,0.14,0.0,0.14,Action,PSP
Earth Defense Force 2: Invaders from Planet Space,2014.0,Xseed Games,0.04,0.01,0.04,0.02,0.11,Action,PSV
Earth Defense Force 4.1: The Shadow of New Despair,2015.0,Xseed Games,0.02,0.02,0.0,0.01,0.05,Shooter,PS4
Earth Defense Force: Insect Armageddon,2011.0,D3Publisher,0.16,0.09,0.11,0.03,0.39,Shooter,"PS3, X360"
Earth Seeker,2011.0,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Role-Playing,Wii
EarthBound,1994.0,Nintendo,0.0,0.0,0.81,0.0,0.81,Role-Playing,SNES
Earthworm Jim,2001.0,Interplay,0.2,0.08,0.0,0.01,0.29,Platform,GBA
Earthworm Jim 2,2002.0,Vivendi Games,0.02,0.01,0.0,0.0,0.03,Platform,GBA
Earthworm Jim 3D,1999.0,Interplay,0.1,0.02,0.0,0.0,0.12,Platform,N64
East India Company,2009.0,Paradox Interactive,0.01,0.0,0.0,0.0,0.01,Strategy,PC
East India Company Collection,2010.0,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,Misc,PC
Easy Piano,2009.0,Game Life,0.04,0.11,0.0,0.02,0.17,Misc,DS
Eat Lead: The Return of Matt Hazard,2009.0,D3Publisher,0.19,0.03,0.0,0.02,0.26,Shooter,"PS3, X360"
Ebikore Photo Kano Kiss,2015.0,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,Action,PSV
Ecco the Dolphin,1992.0,Sega,0.0,0.0,0.12,0.0,0.12,Adventure,GEN
Ecco the Dolphin: Defender of the Future,2002.0,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,Adventure,PS2
Ecco: The Tides of Time,1993.0,Sega,0.0,0.0,0.07,0.0,0.07,Adventure,GEN
Echo Night,1998.0,From Software,0.03,0.02,0.07,0.01,0.12,Adventure,PS
Echo Night Beyond,2004.0,Indie Games,0.02,0.01,0.0,0.0,0.04,Adventure,PS2
Eco Creatures: Save The Forest,2007.0,Rising Star Games,0.03,0.0,0.0,0.0,0.03,Adventure,DS
"Ed, Edd n Eddy: Jawbreakers!",2002.0,BAM! Entertainment,0.23,0.08,0.0,0.01,0.32,Adventure,GBA
"Ed, Edd n Eddy: The Mis-Edventures",2005.0,Midway Games,0.63,0.1,0.0,0.06999999999999999,0.7999999999999999,Platform,"XB, GC, GBA, PS2"
Edna & Harvey: Harvey's New Eyes,2011.0,Rondomedia,0.0,0.07,0.0,0.01,0.09,Adventure,PC
Egg Mania: Eggstreme Madness,2002.0,Kemco,0.04,0.01,0.0,0.0,0.05,Puzzle,"GC, XB, PS2"
Ehrgeiz,1998.0,SquareSoft,0.17,0.12,0.0,0.02,0.3,Fighting,PS
Eigo de Tabisuru: Little Charo,2011.0,Nintendo,0.0,0.0,0.06,0.0,0.06,Misc,DS
Eikan wa Kimini 2002: Koshien no Kodou,2002.0,DigiCube,0.0,0.0,0.06,0.0,0.06,Sports,PS2
Eiken DS,2007.0,Rocket Company,0.0,0.0,0.07,0.0,0.07,Misc,DS
Einhänder,1997.0,SquareSoft,0.1,0.07,0.13,0.02,0.31,Shooter,PS
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,2007.0,Falcom Corporation,0.0,0.0,0.01,0.0,0.01,Role-Playing,PSP
El Shaddai: Ascension of the Metatron,2011.0,Ignition Entertainment,0.18,0.12000000000000001,0.11,0.04,0.44999999999999996,Action,"PS3, X360"
El Tigre: The Adventures of Manny Rivera,2007.0,THQ,0.08,0.0,0.0,0.01,0.09,Platform,DS
Elebits,2006.0,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.33,Action,Wii
Elebits: The Adventures of Kai and Zero,2008.0,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,Adventure,DS
Electroplankton,2005.0,Nintendo,0.01,0.0,0.02,0.0,0.03,Misc,DS
"Element Girl: Love, Fashion and Friends",2008.0,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,Adventure,DS
Element Hunter,2009.0,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,Role-Playing,DS
Elemental Gearbolt,1997.0,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,Shooter,PS
Elements of Destruction,2007.0,THQ,0.07,0.0,0.0,0.01,0.07,Strategy,DS
Elf Bowling 1 & 2,2005.0,Ignition Entertainment,0.04,0.01,0.0,0.0,0.05,Sports,"GBA, DS"
Elf: The Movie,2004.0,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,Action,GBA
Elite Beat Agents,2006.0,Nintendo,0.31,0.03,0.0,0.03,0.38,Misc,DS
Elite Forces: Unit 77,2009.0,Deep Silver,0.06,0.0,0.0,0.0,0.06,Strategy,DS
Elkrone no Atelier: Dear for Otomate,2012.0,Idea Factory,0.0,0.0,0.02,0.0,0.02,Action,PSP
Elminage Gothic: Ulm Zakir to Yami no Gishiki,2012.0,Starfish,0.0,0.0,0.02,0.0,0.02,Role-Playing,PSP
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,2010.0,Starfish,0.0,0.0,0.02,0.0,0.02,Role-Playing,DS
Elminage II: Sousei no Megami to Unmei no Daichi,2009.0,Starfish,0.0,0.0,0.02,0.0,0.02,Role-Playing,PSP
